sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,prob_Fpz,prob_Fp1,prob_Fp2,prob_AF3,prob_AF4,prob_AF7,prob_AF8,prob_Fz,prob_F1,prob_F2,prob_F3,prob_F4,prob_F5,prob_F6,prob_F7,prob_F8,prob_FCz,prob_FC1,prob_FC2,prob_FC3,prob_FC4,prob_FC5,prob_FC6,prob_FT7,prob_FT8,prob_Cz,prob_C1,prob_C2,prob_C3,prob_C4,prob_C5,prob_C6,prob_T7,prob_T8,prob_CP1,prob_CP2,prob_CP3,prob_CP4,prob_CP5,prob_CP6,prob_TP7,prob_TP8,prob_Pz,prob_P3,prob_P4,prob_P5,prob_P6,prob_P7,prob_P8,prob_POz,prob_PO3,prob_PO4,prob_PO5,prob_PO6,prob_PO7,prob_PO8,prob_Oz,prob_O1,prob_O2
1051,4.204,310.204,0.005196275,0.9745895,0.9692793,0.0057316623,0.0011647736,0.0022318487,0.001001335,0.95716333,0.00049100997,0.000104608494,0.9344326,0.94525456,0.00031508526,0.0014637078,0.9826477,0.97400856,9.102298e-06,0.00013916366,0.0008360501,0.00027563472,0.00011546042,0.00013552104,0.0030505732,0.001334636,0.037605815,0.125224,0.0021642034,0.0035469197,0.55955297,0.60066205,0.008784999,0.002910188,0.8761269,0.85459465,0.0031047862,0.004736414,0.0025493964,0.0019851406,0.0006283485,0.0011096188,0.027849121,0.040288586,0.00012025235,0.002059156,0.0015495798,0.000426127,6.9281465e-05,0.013672105,0.07928017,0.0016443352,0.001254809,0.0039611394,0.0017545851,0.00086271466,0.0043318765,0.0131410565,0.00841351,0.03241128,0.026031913
1052,4.208,310.208,0.0050968793,0.9742242,0.9691402,0.00580166,0.0013011384,0.0024427802,0.001128058,0.9561547,0.0005445687,0.00011078841,0.93136716,0.94400907,0.0003399748,0.0012875918,0.9818318,0.9739754,1.0320922e-05,0.00014534262,0.0008222093,0.000267977,0.00013301859,0.00014099557,0.003050714,0.0012258062,0.031726938,0.13706563,0.0022079854,0.0028155793,0.5474525,0.6255787,0.009708165,0.002003892,0.8673623,0.87232167,0.0038925002,0.0039376845,0.002294496,0.0021219421,0.0006922662,0.0012793228,0.03662084,0.038556848,0.000117462994,0.002149393,0.0017344557,0.000480403,6.694296e-05,0.013516041,0.080684274,0.001599545,0.0013727412,0.0038890736,0.0016679022,0.0008267282,0.0041129263,0.012366452,0.007787854,0.030565973,0.022692977
1053,4.212,310.212,0.0051128925,0.97405255,0.96842813,0.006114001,0.0013668154,0.0026110117,0.0011873037,0.9539903,0.0005366141,0.000116668874,0.929959,0.94221014,0.00033920864,0.0011405625,0.98119766,0.97400904,1.1337856e-05,0.00015799087,0.0008317334,0.000271537,0.00015492075,0.00014319296,0.0032482569,0.0011029425,0.026020436,0.15096436,0.0022838993,0.002551456,0.54342985,0.6472673,0.010621228,0.001535997,0.8619711,0.8831615,0.0049367435,0.0033017725,0.0020620488,0.0020840692,0.000710104,0.001398874,0.03972125,0.036066093,0.0001183001,0.0021991828,0.0019713794,0.00049118756,7.004255e-05,0.013469239,0.0845873,0.0017405022,0.0012666078,0.0038171567,0.0016804073,0.0008119866,0.003798084,0.011108654,0.007218165,0.02977067,0.02326302
1054,4.216,310.216,0.0054543107,0.97434086,0.9692189,0.0053398083,0.0012299394,0.0028591142,0.001268626,0.9523439,0.00048718377,0.00011357047,0.9310305,0.9410429,0.00030349437,0.001020092,0.98112947,0.97401536,1.2537359e-05,0.00015967713,0.0008174992,0.0002672516,0.0001674406,0.0001440122,0.0032018244,0.0010292036,0.022610957,0.16876289,0.0022611239,0.0022375134,0.5259594,0.65767926,0.012231835,0.0012772991,0.84709114,0.889191,0.0059456527,0.0024892904,0.0017860279,0.002165318,0.00072016515,0.0013863312,0.037476804,0.030250644,0.0001182763,0.0022466443,0.0021445365,0.00047124914,7.220337e-05,0.013863609,0.08779565,0.0018281954,0.001308612,0.0036736345,0.0016048172,0.0007243831,0.0034151555,0.010584038,0.0066844206,0.027935417,0.023897843
1055,4.22,310.22,0.0056682634,0.9740897,0.96851236,0.005559473,0.0012627045,0.003083582,0.0013197955,0.94986767,0.00051093975,0.00013354118,0.9292122,0.9371858,0.00031699822,0.0010530264,0.98064214,0.9739897,1.3415995e-05,0.00016645569,0.00082500273,0.00026201466,0.00018389062,0.00015414276,0.0034438986,0.0010710184,0.023479426,0.18731837,0.0025985392,0.0023339598,0.5131578,0.6726381,0.014572749,0.0011735321,0.8374595,0.8960375,0.0076226313,0.00198053,0.0017208467,0.002146281,0.0007143302,0.0013506152,0.035133433,0.025022974,0.00011604089,0.002194925,0.0023193439,0.00047200354,7.01683e-05,0.013816854,0.09271264,0.0019577073,0.0014376383,0.00400758,0.001789856,0.0007297352,0.003425205,0.010943024,0.007429459,0.02966299,0.024326077
1056,4.224,310.224,0.0059081726,0.9742234,0.9682491,0.0058751507,0.0013348368,0.0033352724,0.0014556055,0.94785815,0.00058382074,0.00015016037,0.9281768,0.9361084,0.00030948577,0.0010116344,0.98013854,0.97432107,1.419219e-05,0.00016757811,0.00088082906,0.00026160528,0.00019730709,0.00015814144,0.0036916146,0.0011313489,0.025222288,0.19564982,0.0031316367,0.002636917,0.51427144,0.6769605,0.016341867,0.0012681131,0.8215675,0.8983264,0.010124098,0.001792725,0.001625087,0.0021840024,0.0007321917,0.0012937832,0.030823478,0.020544272,0.00012103797,0.0021445192,0.0023313,0.00048231753,7.324192e-05,0.014211186,0.09089983,0.0018819162,0.0014875556,0.0036782257,0.0017749809,0.0007452221,0.003318705,0.011150742,0.0072541814,0.028524987,0.022763213
1057,4.228,310.228,0.0060751,0.97452307,0.96857595,0.0061173313,0.0012898564,0.0034400912,0.0016210066,0.94774336,0.000556945,0.00015154628,0.9288375,0.9359228,0.00028193783,0.0009381719,0.9804931,0.97527,1.4389337e-05,0.00016144785,0.0008976242,0.00025157578,0.00019624757,0.00014610562,0.003983759,0.0012288047,0.025962735,0.1945242,0.0035750635,0.0032097434,0.5021729,0.6647571,0.017453708,0.0015424129,0.80612767,0.89828455,0.012648693,0.0017783832,0.0016635194,0.0022325316,0.00077635143,0.0013407539,0.029787574,0.019908734,0.00012750785,0.0022590852,0.0026591239,0.0005210718,8.5482774e-05,0.016249973,0.09397239,0.0018435016,0.001404187,0.003651546,0.0017364052,0.0007507163,0.0033252886,0.010993981,0.0070801517,0.028023284,0.022640329
1058,4.232,310.232,0.0064145313,0.9745704,0.96918577,0.0057269684,0.001186895,0.0034056245,0.0017040807,0.94685405,0.00053477974,0.0001575097,0.9290475,0.93541175,0.00025348534,0.0009597012,0.98121405,0.97625196,1.4763755e-05,0.00015285416,0.00087547605,0.00023848076,0.00019269215,0.00013325701,0.004304856,0.0012890459,0.02580247,0.19084014,0.003990356,0.0035364993,0.48669416,0.6514506,0.018507252,0.0017195925,0.79000616,0.90030086,0.015871854,0.001840778,0.0016333403,0.0023411836,0.0008145665,0.0013309042,0.031248197,0.020776043,0.00013240534,0.0024356747,0.0029455407,0.0005606191,9.526854e-05,0.0195396,0.09994068,0.0017954876,0.0014830931,0.003940912,0.0017844728,0.0007672281,0.0035651133,0.0107397465,0.0076067764,0.030953601,0.024163142
1059,4.236,310.236,0.006606762,0.9744556,0.9689257,0.005790793,0.001148209,0.0035154682,0.0018140441,0.94512784,0.00055622804,0.00017706444,0.9287698,0.9347206,0.00024915198,0.0010352244,0.9814518,0.9763607,1.5664344e-05,0.0001575289,0.00088488613,0.00022082162,0.00018382049,0.00012561043,0.004615205,0.0013466105,0.025633607,0.1798893,0.0042746835,0.00405928,0.467844,0.64087397,0.01922951,0.0018136599,0.77895623,0.9018168,0.019045176,0.0018658682,0.0015331886,0.0022837885,0.0008297374,0.0012767549,0.0306117,0.021140896,0.00013130784,0.0024774312,0.003108361,0.0005217049,9.673249e-05,0.022081157,0.104967006,0.0016753512,0.0013672091,0.0038105892,0.001621895,0.0007439956,0.0033963216,0.010045324,0.0075042644,0.031242186,0.023131873
1060,4.24,310.24,0.0071651186,0.9750625,0.9699489,0.0060322275,0.0011967858,0.0038229888,0.0019110298,0.9455927,0.00056589075,0.00019524511,0.92861086,0.9345349,0.00024894637,0.0011442046,0.9809615,0.9756968,1.652348e-05,0.00015753297,0.0008307049,0.00020253572,0.00016923186,0.000113305774,0.004793722,0.0014031903,0.024943275,0.16664685,0.004693035,0.004953689,0.4440117,0.61941504,0.017922767,0.0019534316,0.77980244,0.8970786,0.020027488,0.001975983,0.0013546036,0.0021829656,0.00083754596,0.001232328,0.028460698,0.018899925,0.00012028744,0.002394077,0.0033393947,0.0005336875,0.000101213,0.022729142,0.09969849,0.0014661232,0.0011543828,0.0035518373,0.0014542782,0.0007187277,0.003155053,0.009188397,0.0073758736,0.029389244,0.022262482
1061,4.244,310.244,0.0072684353,0.9752671,0.97044635,0.0060676998,0.0011987174,0.003817739,0.0019026798,0.9453364,0.0005373435,0.00020354106,0.9271512,0.93346924,0.00026168436,0.0013485253,0.9807222,0.9754034,1.6263122e-05,0.00015122193,0.0008243003,0.00020652996,0.00016334193,0.000105713465,0.005022739,0.0015198643,0.026234506,0.1572099,0.0053062346,0.0060047656,0.4363667,0.5889447,0.016801883,0.0024738126,0.7831348,0.8928351,0.020735163,0.0022241666,0.0012886273,0.0021770524,0.0008594745,0.0012680105,0.027503926,0.01950295,0.00012230527,0.0024008343,0.003695473,0.0005802789,0.00011078957,0.025806822,0.102158055,0.001309426,0.0010954379,0.0034379177,0.0013500301,0.000720218,0.0029529526,0.008848062,0.0073805917,0.026543742,0.020018306
1062,4.248,310.248,0.007188705,0.97495323,0.9705183,0.0056796046,0.0011291901,0.0034999826,0.0018079395,0.94493866,0.00050929945,0.00021185141,0.92499536,0.9323887,0.00026205913,0.0015363051,0.98037076,0.97493005,1.6093134e-05,0.00014809992,0.00081257726,0.00020740199,0.00016149944,9.8053955e-05,0.0052994234,0.0016971882,0.027404377,0.13699687,0.0059880107,0.006630178,0.44365284,0.5749298,0.016375897,0.0032547168,0.79392105,0.8929706,0.020106867,0.0025214397,0.0013459917,0.0022542644,0.00090145064,0.0012875666,0.027469922,0.022093507,0.00013611873,0.0027159655,0.0040974827,0.0006296887,0.00012559509,0.033205546,0.12692145,0.0014678513,0.0010869188,0.0032638886,0.0012601874,0.0006955174,0.0027077598,0.008102049,0.0067961505,0.025579652,0.019002741
1063,4.252,310.252,0.007032902,0.97500265,0.9710468,0.0053829364,0.0010705766,0.0033086103,0.0017500826,0.94608605,0.00048469662,0.0002092417,0.92506737,0.9319728,0.00024530117,0.0015551465,0.9801603,0.97429013,1.5510328e-05,0.00015154599,0.000831045,0.00020124944,0.0001533963,9.263978e-05,0.005503516,0.0016545422,0.026588626,0.13280626,0.0064972294,0.0073500765,0.46573126,0.57675636,0.01581192,0.003964422,0.8033169,0.89300406,0.019079736,0.0029192606,0.0014698299,0.0022996278,0.0008964647,0.0011924243,0.024157777,0.02511686,0.00015080233,0.0029212849,0.004492938,0.00067218946,0.0001489069,0.039127905,0.15093836,0.0016803744,0.0009846076,0.0031452137,0.0012626625,0.0006754829,0.0024700335,0.007354695,0.0063196444,0.023851264,0.018003615
1064,4.256,310.256,0.0069392063,0.97535026,0.97169954,0.005110055,0.0010161875,0.003273894,0.0017753113,0.9466897,0.00049211644,0.00020433695,0.92391217,0.9322512,0.00023144796,0.001486316,0.9800637,0.9738886,1.526579e-05,0.00015593447,0.00083199696,0.00019586753,0.00014686548,9.086172e-05,0.0054394533,0.0014977489,0.025782192,0.1389733,0.00682884,0.008102053,0.48829305,0.5961396,0.014538202,0.0043974104,0.80625325,0.8882499,0.018397702,0.0033503678,0.0015682112,0.0023227658,0.000873843,0.0010897362,0.02083746,0.027082864,0.00016197846,0.003026134,0.004532972,0.0006689656,0.0001628595,0.044208936,0.16658032,0.0017755996,0.0010031181,0.0031505076,0.0012794477,0.0007003923,0.0023906357,0.0076562134,0.006153727,0.02256024,0.017103031
1065,4.26,310.26,0.0069654644,0.9752857,0.9716151,0.0053093163,0.0010019977,0.003156844,0.0017566334,0.9476095,0.000483269,0.00019385813,0.92233974,0.9312043,0.00023279933,0.0015673648,0.9801057,0.97395283,1.543188e-05,0.00015785565,0.00082674745,0.00020293181,0.00014644652,9.0860165e-05,0.0052337525,0.0014675738,0.02718722,0.1506184,0.0068939747,0.007926939,0.506803,0.61056226,0.014007084,0.0041029346,0.81348765,0.88884634,0.016571475,0.0037731004,0.0016563674,0.0022730583,0.0008745331,0.0010249511,0.018178128,0.02763662,0.00017388735,0.003030126,0.0042615724,0.00064955483,0.00017322887,0.0458891,0.17242102,0.0019182393,0.0010643364,0.0031864601,0.001262372,0.0006711374,0.0022158404,0.0075543486,0.005332554,0.01972507,0.015285662
1066,4.264,310.264,0.0072640977,0.9754497,0.9723183,0.0051638884,0.0010014385,0.0029640573,0.0016923767,0.94924617,0.0004368542,0.00017626128,0.9214621,0.93022984,0.00023504975,0.0016027237,0.97984296,0.9741077,1.8371691e-05,0.00015922071,0.0007764265,0.00020967485,0.00015458005,9.353284e-05,0.0047715865,0.0015031454,0.028225537,0.16343693,0.006748466,0.0068096565,0.4956064,0.6198303,0.013533389,0.0034670788,0.82401067,0.8899949,0.016813805,0.004085972,0.001699833,0.0023088062,0.0008693537,0.0009690912,0.015749553,0.025684157,0.0001868057,0.0032100317,0.004004365,0.0006266055,0.00018636751,0.047274396,0.17833981,0.0019757187,0.0010729735,0.0032384698,0.0012842922,0.0006683083,0.002122741,0.0072010523,0.0045336043,0.017100547,0.014102889
1067,4.268,310.268,0.007021965,0.97530746,0.9719393,0.0054582283,0.001047949,0.0028300027,0.0014904211,0.95011425,0.00038363415,0.00016712253,0.92137975,0.9295043,0.0002474602,0.0016436371,0.9789404,0.9736169,1.9621457e-05,0.00016364155,0.0007550231,0.00021627724,0.00015924408,9.632482e-05,0.004545896,0.0014545233,0.027142677,0.16625851,0.006677737,0.006318519,0.48311335,0.6333951,0.013169626,0.0028721646,0.82979876,0.8899628,0.01605037,0.0039642695,0.0016092607,0.002401893,0.0008634589,0.0009382903,0.012880622,0.0214192,0.00018814925,0.0032610933,0.0038942974,0.0006399351,0.000200917,0.041746125,0.15959677,0.0018658824,0.001023883,0.0029746634,0.0012523255,0.00066363,0.0020233372,0.0068449704,0.00399949,0.016041065,0.01423781
1068,4.272,310.272,0.006577113,0.9750344,0.9725462,0.005550167,0.0010034139,0.002968652,0.0014267728,0.9504641,0.00034639542,0.00015251145,0.92346364,0.9296689,0.00024781132,0.0015720581,0.9786362,0.9737133,2.0508258e-05,0.00015987945,0.00074168574,0.00022988385,0.00016802146,9.383077e-05,0.0042615724,0.0015520444,0.023637967,0.17300314,0.0063984473,0.0053839753,0.4866282,0.6597191,0.01287898,0.0021924481,0.84320754,0.89221877,0.013478905,0.0035135113,0.0015045912,0.0023442083,0.00085831026,0.00091908773,0.010340071,0.01767531,0.00018323673,0.0029600114,0.0036813254,0.0006175722,0.00021184313,0.03558051,0.1367725,0.0017219605,0.0009291512,0.0027417436,0.0012695851,0.00072236604,0.0019806628,0.0065912358,0.004130875,0.015825527,0.014880233
1069,4.276,310.276,0.006554729,0.97417724,0.971815,0.0060323416,0.0010544941,0.003005626,0.0014513396,0.950608,0.00031568963,0.00013398455,0.921798,0.9288202,0.00023623872,0.0014164823,0.97858995,0.9737942,2.0686613e-05,0.00015713421,0.0007114503,0.00023606287,0.00017177926,9.5331976e-05,0.004077739,0.0016413719,0.022069883,0.17163791,0.0066452697,0.004616086,0.47092068,0.681235,0.012644365,0.001707313,0.8546247,0.9000744,0.011824922,0.0030829376,0.0014233603,0.0025308307,0.00089954026,0.0008801884,0.008956529,0.015507192,0.00018696162,0.0029226437,0.003504018,0.0005864294,0.00023813266,0.033753898,0.12808898,0.0018623165,0.0009602271,0.0028376211,0.001321488,0.0007280979,0.0019836493,0.0066689625,0.004064845,0.016580313,0.015101204
1070,4.28,310.28,0.006994251,0.97375894,0.9715242,0.005785417,0.0011313414,0.0028671068,0.0013970488,0.9504093,0.00028243876,0.000110718596,0.9193634,0.92759633,0.00021691291,0.0012551389,0.97829866,0.97325915,2.3797404e-05,0.00016014937,0.0006761824,0.0002326824,0.00017903667,9.470659e-05,0.0037581567,0.0017320953,0.020387083,0.16872208,0.006589978,0.0038833842,0.46701175,0.68805146,0.013008099,0.0014589617,0.87014675,0.9117807,0.010539698,0.0028827882,0.0014880167,0.0028151483,0.0010375042,0.0009006145,0.008020943,0.014368627,0.0002050632,0.0029649679,0.0035494738,0.000601342,0.00027014595,0.034692075,0.1314898,0.0019709312,0.0010261015,0.0029214253,0.0012866239,0.0006862751,0.0018793502,0.00666142,0.0038851188,0.015756762,0.015045914
1071,4.284,310.284,0.0068067447,0.97373134,0.9714093,0.005617745,0.0011340934,0.0027628595,0.0013473622,0.94998837,0.00026530717,0.000109149325,0.91686875,0.92654073,0.00020918045,0.0012451409,0.9780018,0.973105,2.6858985e-05,0.0001676171,0.00068862905,0.00023886785,0.00018286635,0.00010198982,0.003429457,0.0017134602,0.01956462,0.16936564,0.006866411,0.003728637,0.452236,0.6972944,0.013724172,0.0014496938,0.87847453,0.917811,0.009871864,0.0026836887,0.0015372327,0.002982629,0.0011448375,0.0009200958,0.0074456725,0.013728362,0.00022487687,0.0029852733,0.0035921892,0.0007060095,0.00033977456,0.036071986,0.13222942,0.002251242,0.0011475191,0.0029702403,0.0012992325,0.00068736164,0.0020890625,0.006459149,0.003656004,0.0152373845,0.015509878
1072,4.288,310.288,0.0066212392,0.9742261,0.9713967,0.005753186,0.0010716981,0.0026981118,0.0013364409,0.9508649,0.00024521793,0.00010455883,0.91864,0.9263281,0.00021941401,0.0012491917,0.978196,0.9731962,3.1442065e-05,0.00018243477,0.0006883653,0.0002413591,0.00019298156,0.00011285817,0.0031446563,0.0017871122,0.019512469,0.16401064,0.007920039,0.0038615568,0.4409094,0.6858944,0.014625809,0.0017989306,0.8795304,0.9178596,0.009198638,0.002964907,0.0017486904,0.003263526,0.001151613,0.0009067432,0.0074055516,0.013262233,0.00023293967,0.0030516915,0.0035953273,0.00076918077,0.0003990495,0.03743532,0.12604599,0.002552108,0.0013317766,0.0033228053,0.0014450495,0.00075226097,0.0021727332,0.0053891405,0.0033077502,0.016321644,0.014556701
1073,4.292,310.292,0.006610988,0.9741828,0.9713444,0.0054921075,0.0009790965,0.0025617613,0.0013747193,0.95124143,0.00021554416,9.6044336e-05,0.9198644,0.92678684,0.0002117022,0.0012173024,0.97801614,0.972995,3.6754853e-05,0.00018660953,0.0006672789,0.00023702612,0.00018874023,0.000119871234,0.0029742646,0.0017428253,0.01933871,0.15836339,0.009224044,0.0042805066,0.4183854,0.67559636,0.015317701,0.0026003628,0.8817822,0.91673315,0.00942994,0.0031528298,0.0019932673,0.003333404,0.0011149202,0.0009354536,0.0068025975,0.011870548,0.00025625993,0.0029829026,0.0035785306,0.00076844706,0.0004950272,0.039706483,0.11408294,0.0026248854,0.0013632851,0.003432079,0.0014965935,0.00078512036,0.0022147442,0.004542572,0.0028148766,0.014299325,0.01459895
1074,4.296,310.296,0.0070945374,0.9742027,0.9712078,0.005126763,0.0010074294,0.0025916041,0.0014530814,0.9510313,0.00019513177,9.138823e-05,0.9182803,0.9252924,0.00021795572,0.0012063553,0.97761613,0.97239697,3.7059897e-05,0.00020522691,0.00064027123,0.00021248602,0.00018239008,0.000119675125,0.002778239,0.0017171443,0.019467572,0.14410597,0.009690714,0.004863804,0.41355622,0.6551397,0.015654491,0.0035197972,0.8865576,0.9174237,0.009064974,0.003249321,0.0020768938,0.0033508963,0.0010974241,0.00096794416,0.006349355,0.010639498,0.00027796708,0.0030096665,0.0034557856,0.00079852564,0.00058153743,0.037884336,0.100120306,0.00253937,0.0014611126,0.0035884364,0.001588986,0.0008125524,0.0023308631,0.0044475878,0.002676956,0.014371093,0.013392982
1075,4.3,310.3,0.0073807836,0.9741814,0.9709428,0.005042882,0.0011204163,0.002887558,0.0015321131,0.95062566,0.0001812077,9.475158e-05,0.91864717,0.92452526,0.00022661319,0.0012677007,0.97775024,0.9727726,4.0326835e-05,0.00021081732,0.0006167044,0.00019267946,0.00017685437,0.00012167524,0.0027266794,0.0016879484,0.020345185,0.13174391,0.009447725,0.004954719,0.4203707,0.6436599,0.015109767,0.0045057097,0.8966485,0.9210536,0.007975909,0.0035054684,0.0020756302,0.003007005,0.0010781711,0.0009980287,0.005820547,0.010081127,0.00027306873,0.002731585,0.0031497334,0.0007598458,0.0006764338,0.033848245,0.07908675,0.0024738337,0.0016344696,0.0038197015,0.0016649393,0.0008927304,0.002655031,0.0045450674,0.002825509,0.014765944,0.012548606
1076,4.304,310.304,0.00760911,0.97479135,0.97118044,0.0052178307,0.0011779896,0.0034046455,0.0016636844,0.94956005,0.0001915405,0.0001208599,0.9194226,0.9250785,0.0002478127,0.0013711982,0.9779154,0.97256875,4.1359726e-05,0.00021502342,0.0006132106,0.00018034413,0.00017713774,0.00012186719,0.0026276708,0.001580715,0.020683268,0.13515462,0.009402703,0.0049079666,0.4206409,0.6390123,0.014935877,0.0052138204,0.9037664,0.9256638,0.0082198605,0.0034454293,0.0019223448,0.0024573326,0.0009382353,0.0010006092,0.004777314,0.008588079,0.00024768704,0.0022601956,0.002754511,0.0006589844,0.000750305,0.030755961,0.0630643,0.002266439,0.0015310701,0.00362497,0.0016070451,0.000887599,0.0025928358,0.004156394,0.0027700763,0.013742451,0.01167304
1077,4.308,310.308,0.007886289,0.97558063,0.97144103,0.004834051,0.0010598294,0.0034749976,0.0016878463,0.9496443,0.00017670487,0.00013307798,0.92122805,0.9259926,0.00024791175,0.0014067206,0.9776577,0.97231233,4.2381263e-05,0.0002144761,0.0005861765,0.00017550158,0.00018095302,0.00011325295,0.002336774,0.0013363403,0.020809485,0.1360133,0.009450603,0.0050001796,0.44444925,0.6307107,0.014226845,0.006736989,0.90987146,0.92779046,0.008594001,0.003937995,0.0019698828,0.0022285096,0.0008992897,0.0009947256,0.0036662228,0.007260798,0.00024869322,0.0020788852,0.0025394328,0.0006377681,0.0007972047,0.027329866,0.052115362,0.0019933605,0.0013684748,0.0032841254,0.0014669555,0.00081988174,0.0023153585,0.0036633485,0.0022004964,0.012433793,0.009803974
1078,4.312,310.312,0.007658895,0.9755946,0.97085357,0.0044628684,0.00089963287,0.003079801,0.0016189273,0.95024395,0.00014614812,0.00012532042,0.92103016,0.92635524,0.00023324303,0.0014185876,0.97757554,0.9729119,4.1026175e-05,0.00020480197,0.0005653641,0.00016691312,0.00017222931,0.00010355774,0.0020191513,0.0010995399,0.020983486,0.13967967,0.008545971,0.0052681984,0.48383096,0.6210549,0.011677101,0.008692764,0.9205754,0.9311015,0.008200652,0.0044648857,0.0021228085,0.0021524809,0.0008695256,0.00096651074,0.0029479167,0.006256995,0.00024477317,0.0019564955,0.0025132368,0.0006505747,0.00082055706,0.023817709,0.043196555,0.0017413748,0.0013426897,0.0032078184,0.00141126,0.00076615956,0.002316036,0.003471675,0.0020113948,0.00965816,0.008581116
1079,4.316,310.316,0.007928192,0.97560215,0.97154355,0.0041099275,0.0008617579,0.0030183769,0.0016320065,0.95219195,0.00013284266,0.00012012044,0.92363864,0.9271998,0.00022788398,0.0013910844,0.97800046,0.97410244,4.1373416e-05,0.0001982942,0.00056293764,0.00015857753,0.00015936058,9.546916e-05,0.0019496611,0.0010048499,0.022096064,0.15413685,0.007674197,0.0050303945,0.51461065,0.6250556,0.009682929,0.00979874,0.9259577,0.930465,0.0073283543,0.0051746094,0.0023760125,0.0021663052,0.0008125796,0.0008847606,0.002548001,0.0058628726,0.0002197115,0.0019128578,0.0024512562,0.00060106063,0.0008218595,0.021669066,0.035823096,0.0015390693,0.0014004549,0.0032491926,0.0013953334,0.00078813144,0.002309004,0.0033914282,0.001720063,0.008639754,0.007257942
1080,4.32,310.32,0.008452075,0.9756461,0.97138804,0.004341774,0.0009560352,0.00329589,0.001678435,0.9537304,0.00012917243,0.00012924476,0.9261811,0.93019354,0.00022717826,0.0013760469,0.9780927,0.9746894,4.007057e-05,0.00020609936,0.00059532706,0.00015847021,0.00015543554,9.034937e-05,0.0019587763,0.0009707785,0.022253739,0.1745126,0.007362009,0.003971885,0.5216195,0.64475036,0.008743578,0.009092436,0.9239723,0.926845,0.0070105176,0.0057256026,0.002690383,0.002203283,0.000785697,0.00081300014,0.0023611833,0.0054583065,0.00019433096,0.0019152481,0.002438,0.000537687,0.0008127549,0.020442188,0.03027831,0.0013143301,0.0013743666,0.003294036,0.0013933855,0.0008077279,0.0023124602,0.0030377007,0.0015497267,0.0074709784,0.0063221366
1081,4.324,310.324,0.008683256,0.975901,0.9718489,0.0045202794,0.00092962186,0.0034415564,0.0016896686,0.9545429,0.00012263973,0.00012808095,0.92725164,0.93274003,0.00021106811,0.0013267202,0.977988,0.97509795,3.8889404e-05,0.00020218804,0.00061027904,0.00016206558,0.00015769889,8.122678e-05,0.001792411,0.0008797415,0.018965106,0.18536448,0.0067030312,0.0030535287,0.52295977,0.6655034,0.0077513144,0.006837289,0.9225314,0.92588633,0.00616219,0.0061316085,0.0027737273,0.0022034128,0.0007789039,0.00079934974,0.0021776005,0.0051060594,0.00019598765,0.0019572135,0.0024525835,0.0005578835,0.000782104,0.019872047,0.028325656,0.0011649644,0.0012389572,0.0030225324,0.0014486925,0.0008369216,0.0022469908,0.0027836862,0.0014700426,0.006664207,0.005642877
1082,4.328,310.328,0.008241046,0.9761633,0.9725999,0.0047876616,0.00086484343,0.0032174673,0.0017565966,0.95488226,0.00011588496,0.00012144388,0.9267759,0.9342048,0.00018815033,0.0012779186,0.9775515,0.97507817,3.7182097e-05,0.00019982933,0.0005787285,0.00016108144,0.0001545292,7.029964e-05,0.0016100109,0.00077393826,0.014946897,0.18533544,0.0059424634,0.002536245,0.53188705,0.6809489,0.0065140235,0.0049257022,0.92545336,0.9276235,0.0052132863,0.0061416305,0.0026325854,0.0020659773,0.0007952448,0.0008186374,0.0021002416,0.0051708776,0.00021461314,0.0021057434,0.0026460863,0.00057882915,0.00077907427,0.02125131,0.029917775,0.0010813001,0.0010933153,0.0028212979,0.0014317053,0.00079678843,0.0020139376,0.0028652193,0.0014613054,0.0061923973,0.00501017
1083,4.332,310.332,0.007564361,0.976379,0.9727576,0.004918369,0.0007641355,0.0029734587,0.0016948258,0.95353425,0.0001228148,0.00011420697,0.9251588,0.9333841,0.00018466108,0.0012184515,0.97693765,0.9745422,3.4655695e-05,0.00020641774,0.0005741595,0.00016869199,0.0001545908,6.430311e-05,0.0015063594,0.00066084386,0.011956636,0.19448394,0.005580563,0.0019928445,0.5253549,0.6810712,0.0059829215,0.0033888684,0.9263632,0.9299085,0.004600626,0.0060499646,0.002459268,0.0019181453,0.00073599844,0.0008037098,0.0019238135,0.005194013,0.00023080646,0.0021121367,0.0029101216,0.0006102351,0.0007701424,0.023328543,0.033091545,0.0010782738,0.0010402882,0.0028411476,0.0014553553,0.00077697646,0.0021564255,0.0030718194,0.0015094775,0.0057891402,0.0045181667
